income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
20043,92,13,9,0,2
0,104,29,4,0,3
36305,61,19,61,0,9
44784,73,32,35,0,4
0,113,0,11,0,3
75644,65,5,68,3,9
27339,97,0,37,2,2
43657,66,21,74,0,2
0,95,32,69,0,2
31134,96,24,16,0,6
50512,67,19,16,0,1
80604,61,22,86,0,3
64604,67,18,71,1,8
0,103,17,18,0,1
95647,106,11,30,0,1
0,104,19,32,0,2
60969,61,9,5,0,2
0,76,33,84,0,1
20676,79,28,27,0,7
37874,65,30,65,0,8
14382,66,8,48,0,2
32314,92,7,80,0,1
62455,77,27,85,1,5
35605,74,0,95,0,1
0,103,16,50,0,7
0,137,7,15,0,3
10334,64,5,80,0,2
44025,69,0,75,0,1
32397,190,14,95,0,1
24345,106,15,21,0,3
94804,115,13,79,4,1
25370,102,10,77,0,2
0,78,2,63,0,2
53234,109,27,37,0,7
0,108,2,38,0,1
0,70,2,49,0,9
0,121,12,67,2,1
19013,95,1,58,0,1
0,73,2,35,0,1
81568,186,0,73,0,1
53223,72,9,0,0,2
0,123,33,13,0,1
59253,89,17,70,0,3
34452,126,2,51,0,1
40160,118,7,48,1,1
22571,63,29,51,0,9
62365,62,0,99,0,8
0,61,3,67,0,1
22220,105,29,46,0,2
76266,110,24,88,1,3
0,128,6,37,1,1
0,68,7,53,3,3
77552,68,33,76,1,7
76474,74,4,79,2,1
57664,100,21,48,0,7
82377,83,28,19,0,7
44856,66,24,71,1,2
0,77,17,65,0,2
76731,64,2,68,0,1
25820,82,10,69,0,1
0,83,5,59,0,9
92509,71,16,43,0,8
15505,68,24,2,0,2
21979,73,7,86,0,1
54878,96,5,11,3,9
40178,136,7,13,0,1
65436,73,14,55,0,1
0,106,1,38,0,2
0,64,10,16,0,6
57709,125,10,26,0,1
21604,79,14,28,0,1
28422,68,5,63,1,2
59853,124,18,79,0,2
49078,97,10,3,0,2
51523,116,11,20,0,1
0,110,10,32,0,7
0,66,22,1,1,3
32989,102,25,12,0,2
0,70,12,29,1,1
36631,62,30,77,0,1
0,131,34,61,0,9
26477,66,18,37,0,1
53607,61,4,18,0,9
21594,71,16,23,3,3
0,85,25,24,0,6
80584,65,33,17,0,1
67511,73,3,5,0,8
19614,85,21,32,0,2
0,82,15,88,2,2
20346,74,13,57,0,2
48638,82,16,29,0,3
46855,119,13,94,0,9
38873,92,6,33,0,2
25703,62,4,64,0,1
58842,110,6,74,0,1
99772,158,10,38,0,2
19683,117,17,41,1,9
34549,111,8,78,0,1
19030,62,7,22,0,1
63329,92,33,87,0,1
79253,76,23,7,0,1
37937,116,11,42,0,5
21766,62,29,65,0,3
67132,71,34,71,0,6
0,71,21,8,1,1
33060,117,19,91,0,3
92296,69,4,65,0,1
90334,119,4,46,0,9
40105,104,21,26,0,3
33409,105,4,17,0,7
0,117,4,89,1,2
18608,71,13,24,0,1
55385,61,7,22,0,3
62588,104,21,22,0,3
22050,66,9,47,0,1
25632,63,27,52,0,7
40097,92,23,35,4,1
50071,71,3,32,0,1
37308,86,19,69,0,9
44743,137,16,55,4,1
86657,103,22,51,0,1
84306,137,16,37,0,2
0,118,29,45,0,2
47346,65,6,35,0,1
88545,68,25,33,0,1
52443,73,0,47,1,4
36084,99,3,9,1,7
35406,69,13,15,4,2
0,74,14,43,0,4
41185,99,20,6,4,1
51204,181,28,23,0,2
30216,63,18,74,0,1
10710,94,12,33,0,7
0,112,32,74,0,5
0,119,9,8,0,3
0,122,27,2,0,1
25632,63,27,52,0,7
0,99,13,87,0,1
53295,70,12,97,0,8
0,139,9,22,0,6
37072,64,1,1,0,1
61108,89,22,93,0,2
79880,79,22,68,1,7
81580,101,2,56,0,6
0,92,7,75,0,1
19614,85,21,32,0,2
58620,68,8,60,0,1
0,212,28,51,0,4
12902,139,3,51,0,1
26318,96,23,29,0,1
20263,63,31,2,0,7
0,98,27,47,0,1
52819,124,16,89,0,1
63918,64,4,14,0,2
0,66,11,60,0,3
23904,123,1,67,3,1
0,97,10,77,1,9
69736,111,11,7,0,3
69700,181,9,49,0,1
35482,129,21,59,0,3
14030,72,11,3,0,1
50909,112,11,39,0,1
96406,69,16,64,0,8
77001,85,4,58,0,3
0,72,25,4,0,1
24732,67,4,49,0,1
40864,109,16,70,1,1
43145,73,1,0,0,6
61108,89,22,93,0,2
34236,70,3,87,0,8
39010,78,27,99,2,1
88867,69,6,2,1,1
0,84,0,57,0,5
13908,116,12,74,2,8
0,79,21,53,1,7
0,64,14,91,0,2
76358,66,25,3,0,2
13037,124,28,49,0,1
17200,83,5,62,4,8
67772,82,29,27,0,2
39891,133,12,31,0,2
52957,112,14,92,0,1
0,108,11,84,2,3
93272,95,3,54,0,1
0,207,32,96,0,1
40467,197,1,84,3,3
30895,62,10,35,0,2
0,62,29,59,2,1
90607,109,1,48,0,2
0,62,12,68,0,3
45668,80,7,55,0,2
0,129,10,11,0,1
51643,283,16,43,0,1
0,74,35,77,0,1
0,102,35,48,0,2
90289,71,9,10,1,3
29465,118,24,49,1,1
81893,73,20,70,3,1
60613,240,3,52,0,1
60423,114,23,44,0,9
27166,71,29,51,0,5
0,196,10,38,0,1
0,158,3,10,0,2
62006,61,31,96,0,1
0,69,2,50,0,1
13663,97,1,66,0,2
0,61,27,57,0,1
97673,63,21,49,0,1
96276,117,33,81,0,6
73847,73,34,51,1,1
24976,72,2,60,1,3
33716,68,18,67,1,3
23480,117,6,89,0,1
77221,71,2,49,0,7
0,76,8,44,0,3
40463,61,17,21,0,6
60920,64,10,61,0,2
68931,66,32,30,0,7
88251,68,3,2,0,3
0,65,21,40,0,1
26876,76,17,72,0,8
88592,76,19,1,0,2
0,114,1,39,1,5
0,103,8,75,0,1
0,82,0,28,0,1
49136,64,7,95,0,1
0,68,17,66,0,3
67627,117,5,43,0,2
70263,93,30,66,0,5
74126,90,14,76,0,1
74286,70,27,0,0,3
97949,112,9,13,3,1
41005,70,22,37,0,1
29875,119,9,36,1,1
26121,119,12,51,0,2
25905,63,21,12,0,1
72117,70,1,98,0,2
81872,115,10,55,0,2
33806,89,32,59,0,2
0,106,20,51,0,1
10621,67,28,22,0,5
0,65,34,27,0,2
44213,85,15,58,0,3
0,65,10,11,0,3
12902,139,3,51,0,1
78757,119,8,56,3,1
0,102,28,11,0,1
51833,99,1,18,0,1
30786,90,3,5,0,2
76792,62,12,27,0,1
76356,71,4,61,2,1
66839,154,33,24,0,1
59789,90,9,81,0,3
72217,64,13,15,0,1
43324,101,8,17,0,2
87502,102,20,28,0,2
0,74,8,13,0,1
38713,66,31,69,4,6
51878,66,10,16,1,2
0,61,9,39,0,1
28617,112,20,57,0,9
75037,85,5,27,2,2
24550,111,12,6,0,9
0,64,16,62,0,6
55366,86,11,54,2,4
41449,69,16,96,1,3
51125,67,3,67,0,2
0,71,8,59,1,1
63110,72,23,84,0,2
63401,68,1,18,0,1
30752,73,2,37,0,1
60986,67,30,32,0,5
41692,101,21,15,1,2
12940,68,7,36,0,3
0,70,13,18,0,2
78618,66,7,56,0,1
54538,119,32,63,0,6
0,64,35,75,1,7
76590,65,0,91,0,2
76214,72,7,48,0,2
0,196,13,74,2,1
25876,83,29,46,0,3
82477,90,1,69,0,1
58713,98,8,4,0,1
64929,240,13,11,3,8
0,85,5,15,1,2
32857,105,24,15,0,2
19065,61,28,29,0,7
0,83,17,30,0,1
25503,115,12,59,0,2
30250,93,1,98,0,6
0,63,9,88,0,8
62902,69,14,94,0,2
0,66,5,17,0,2
14278,134,6,9,0,2
66839,154,33,24,0,1
37811,63,25,14,0,1
20978,70,35,20,0,2
28519,86,23,30,0,2
0,72,15,18,1,3
85140,118,7,11,4,1
37384,99,9,17,0,1
0,79,0,44,0,1
0,66,16,77,0,2
57659,111,24,31,0,2
95241,68,3,12,1,2
38870,74,3,89,0,1
13870,109,1,78,0,5
25964,76,21,87,2,2
72193,118,1,46,0,1
84302,62,19,63,0,2
0,73,35,52,3,5
0,72,31,99,0,1
39482,77,29,48,0,5
66371,125,2,75,0,5
35300,74,14,71,0,2
67735,88,33,87,0,3
98879,73,14,33,1,1
0,108,29,74,0,2
72885,124,35,88,2,6
26378,70,22,79,1,2
67798,69,1,78,0,9
41275,96,29,16,0,3
39646,70,9,35,0,1
71868,65,6,61,0,1
59107,107,29,57,0,7
0,70,13,48,0,9
36428,124,34,20,0,1
93284,99,7,26,0,1
34612,91,8,77,1,2
76157,116,15,80,0,1
0,106,34,13,0,2
17109,62,7,45,0,2
29539,85,20,83,0,7
49539,79,15,83,0,5
0,66,9,10,1,1
25352,173,10,65,0,1
63223,71,3,72,0,1
18505,66,15,51,4,3
91485,114,2,16,0,1
18690,80,10,63,0,5
0,91,3,78,0,1
69819,66,24,20,0,1
25708,118,21,44,0,2
33738,95,13,97,0,1
75845,72,2,71,0,6
83392,112,20,34,0,2
0,87,3,82,0,3
76375,96,21,81,0,1
0,114,22,39,0,2
32330,79,16,27,1,9
85689,92,5,8,0,2
0,158,5,59,0,1
39507,70,32,17,0,5
22373,112,11,59,0,8
20217,96,16,30,2,1
19245,106,28,61,0,1
17774,108,0,64,0,2
80355,62,26,33,1,3
65099,73,8,19,2,1
0,73,29,14,0,1
23401,66,17,34,0,3
0,63,11,10,1,3
0,118,6,32,0,5
38692,102,16,8,0,1
97131,64,5,80,0,6
78046,119,22,91,2,2
82225,61,24,27,0,1
0,64,29,36,0,9
21144,86,6,98,0,8
36645,112,21,50,0,7
31842,108,7,31,0,1
0,131,15,90,0,8
75090,63,10,67,1,7
0,62,15,95,0,6
72014,72,24,58,0,1
13512,92,14,24,0,1
75909,117,23,77,0,3
18884,64,21,90,0,2
0,79,21,53,1,7
0,74,1,52,1,2
26802,66,7,43,1,5
99839,66,17,12,0,3
24186,64,8,11,0,1
46971,69,26,21,0,3
0,83,29,13,0,2
0,117,24,8,1,6
0,69,22,11,0,1
0,66,16,35,4,1
26790,71,4,41,0,1
0,71,28,15,0,1
16258,64,13,84,0,1
91169,65,5,50,0,1
0,90,33,75,0,2
25905,63,21,12,0,1
44577,131,27,7,0,9
53021,68,28,71,4,1
56980,84,33,70,0,7
97719,67,6,82,0,1
49530,63,8,64,0,2
56233,79,30,61,0,2
79140,74,9,59,0,9
13088,82,29,77,0,3
73601,73,10,42,0,1
31517,84,33,74,2,3
0,69,24,23,0,8
0,69,28,29,2,3
42148,104,4,29,0,2
0,133,23,32,0,6
23769,69,18,14,0,2
0,109,5,64,0,4
22241,63,1,1,0,6
23550,72,17,3,0,3
0,190,1,36,0,3
71024,65,26,96,1,2
71644,105,19,83,0,2
50363,63,24,40,0,8
92914,136,24,55,0,8
16645,117,19,92,0,2
0,94,7,8,0,6
22814,73,16,59,0,9
22828,106,11,54,0,2
51066,74,23,0,0,8
68507,110,5,29,0,2
0,87,13,6,0,1
37929,61,21,35,0,5
89285,81,25,3,0,3
98235,93,21,68,0,8
23650,61,5,10,2,3
90167,131,31,42,0,1
64669,131,22,32,0,6
65083,77,30,68,0,1
0,109,25,93,0,4
60462,68,14,10,1,1
0,69,35,50,0,2
36631,62,30,77,0,1
40308,136,4,69,0,1
0,64,5,18,1,6
0,130,32,38,0,4
85067,65,34,51,0,2
0,64,27,1,0,2
97750,65,15,51,0,2
38704,65,10,28,0,9
76731,64,2,68,0,1
57446,64,20,30,0,2
0,73,9,83,0,6
96768,111,6,65,2,3
0,65,9,31,0,2
0,180,29,19,3,2
0,118,14,64,0,4
77265,69,25,10,0,3
48736,111,14,62,0,3
0,126,7,80,0,2
0,89,33,98,0,3
0,108,2,18,0,1
46667,129,27,84,1,3
71600,63,17,43,0,7
84229,98,25,20,0,1
0,62,0,83,0,1
26118,101,30,2,0,9
0,118,20,19,0,3
24049,74,34,80,0,1
37998,61,26,27,0,7
0,95,22,80,0,1
0,184,0,94,0,9
0,66,16,77,0,2
62396,107,24,52,0,1
99239,74,9,14,0,6
94303,65,16,9,0,2
18375,103,8,50,0,1
76769,88,6,91,0,1
78735,63,32,53,1,6
0,130,3,46,0,3
0,67,3,42,1,1
50494,114,19,15,0,2
86721,110,20,99,1,3
67371,63,25,14,0,3
21835,90,6,78,0,7
62452,67,1,9,0,1
0,72,15,45,0,2
69809,70,0,60,0,1
0,84,31,28,0,1
0,84,14,66,0,3
0,238,19,29,0,2
22601,88,1,41,0,2
29560,62,21,89,0,7
0,133,1,85,0,2
26790,71,4,41,0,1
34986,91,7,75,0,1
66378,71,20,61,0,1
48784,96,28,86,0,3
41043,72,22,60,0,3
32775,61,10,73,0,2
61200,118,20,74,0,4
66334,69,25,25,0,4
18661,62,13,74,0,1
0,111,29,60,0,3
53133,91,11,6,0,9
25134,67,3,0,0,6
0,126,12,4,0,2
64324,67,7,67,0,3
25820,82,10,69,0,1
29152,67,24,72,0,1
0,114,19,77,0,1
62448,107,0,11,0,2
0,81,27,93,1,2
27132,63,32,59,1,4
21706,108,19,28,0,3
0,61,16,46,0,1
66620,70,13,75,0,7
42800,153,4,11,1,1
66676,97,0,40,0,1
0,68,11,52,0,2
37433,90,7,18,0,2
44930,132,19,42,0,2
30857,81,17,14,0,7
46507,73,17,32,4,3
48473,63,1,73,0,1
59961,68,8,7,0,1
88359,73,1,49,0,9
97607,71,2,67,0,9
20228,101,3,43,1,2
49009,105,17,28,0,7
60804,92,16,50,0,1
78374,82,17,84,0,2
95621,66,7,90,5,2
15741,132,14,4,0,4
38279,82,5,41,0,2
0,61,4,15,0,7
60120,182,30,21,0,6
59207,116,23,21,0,2
0,116,7,23,0,8
69446,64,23,32,1,1
0,73,14,1,4,1
0,119,19,98,0,1
50886,95,25,9,1,9
55257,64,0,77,3,1
61883,62,11,62,0,1
37233,136,29,91,0,5
37722,116,8,23,0,8
81883,114,15,40,0,1
35822,197,25,79,0,7
23059,126,30,66,0,3
97666,66,16,60,0,1
26057,74,3,63,0,2
30817,88,25,43,0,1
75648,108,28,10,0,1
0,96,5,27,0,2
25852,135,29,71,1,2
0,68,32,15,1,2
13207,137,16,82,2,3
0,82,9,58,0,2
32150,98,21,64,0,8
52674,73,8,49,0,1
91653,111,10,25,0,1
69512,72,3,62,0,5
67332,192,3,10,0,1
0,98,4,43,2,1
53304,65,14,82,0,1
28754,89,9,17,0,2
50201,64,21,99,0,1
51593,80,5,91,2,2
0,76,8,44,0,3
31974,92,25,77,0,1
31756,107,1,97,0,3
0,68,3,52,0,1
20369,105,4,38,0,3
0,126,15,45,0,1
66933,63,8,0,0,6
39843,109,5,97,1,2
16686,71,9,32,0,1
0,190,2,78,1,4
80237,108,4,71,0,2
72897,73,26,96,0,2
46435,82,13,20,0,1
0,68,0,16,2,3
23124,112,27,59,0,1
45310,229,28,70,0,1
53437,91,2,87,0,2
0,73,24,69,1,3
27880,74,4,9,0,5
45963,63,3,73,2,2
35625,65,10,56,1,3
31727,92,1,95,0,1
53071,72,28,19,0,1
97735,73,24,26,0,1
0,77,6,36,0,1
52218,68,11,85,0,8
25820,82,10,69,0,1
17950,71,16,62,2,2
82477,90,1,69,0,1
0,95,15,37,0,3
64801,64,23,19,0,2
0,70,26,44,1,1
61233,89,27,50,2,7
0,129,13,19,0,8
62902,69,14,94,0,2
20244,65,6,42,0,8
86812,73,1,11,0,3
62192,98,30,28,0,5
34948,130,20,15,0,7
35456,109,14,58,0,6
80640,111,2,84,0,1
0,74,17,59,0,1
91193,185,15,75,1,6
73692,67,1,10,0,2
12195,101,29,35,0,7
52801,100,21,78,0,1
0,87,1,70,0,2
0,72,6,13,2,7
0,108,2,94,0,5
75644,65,5,68,3,9
60192,220,17,87,0,7
0,90,25,63,2,7
0,74,24,33,0,1
29242,73,26,23,0,1
69379,103,14,79,0,1
63860,62,26,81,0,1
45281,104,13,84,1,1
51193,104,31,21,2,1
62074,67,24,22,0,4
64304,68,35,70,0,2
73795,116,1,77,1,3
84376,96,5,54,0,2
0,66,14,73,1,2
79153,106,12,5,0,7
17950,118,34,24,0,4
0,80,3,99,1,1
0,69,19,74,0,2
0,72,30,48,0,2
58139,65,29,77,1,1
0,113,35,83,0,5
80991,223,5,56,0,4
69678,126,21,39,0,1
0,67,33,19,0,4
14030,72,11,3,0,1
13037,124,28,49,0,1
76763,108,12,87,0,8
50461,131,22,89,0,2
69604,70,10,50,0,1
22908,68,30,19,0,7
68273,146,23,93,0,2
95550,116,15,75,1,1
88370,74,0,16,1,9
68931,66,32,30,0,7
24432,87,19,44,3,6
77577,199,14,37,1,1
12607,110,13,20,0,2
0,63,6,75,0,1
23474,102,5,21,0,1
0,113,33,18,0,4
0,65,1,30,0,2
98478,106,21,80,0,2
23091,96,28,90,5,5
51071,65,17,94,0,3
0,103,2,75,2,6
69921,118,28,22,2,1
36357,68,28,96,0,6
0,63,17,24,0,2
27607,104,15,56,0,2
43610,106,16,60,0,5
0,91,13,77,0,1
14660,61,14,97,0,1
26864,78,18,12,0,2
36631,62,30,77,0,1
42582,99,1,57,0,5
37256,62,15,7,0,2
0,102,35,48,0,2
56980,84,33,70,0,7
98254,94,23,11,3,2
71737,79,7,79,0,4
31177,79,14,28,0,1
98338,65,13,33,0,1
0,106,2,50,0,1
0,65,7,22,0,6
29938,90,8,35,0,1
0,69,20,95,0,4
24285,111,6,10,0,7
32983,113,25,59,0,1
0,134,13,56,0,1
71333,93,9,92,0,1
33157,124,28,58,0,3
0,91,8,60,0,1
36580,64,20,76,1,2
11432,119,11,9,0,2
78596,73,11,0,0,1
35143,65,31,37,0,9
29606,81,33,32,0,1
53228,73,26,33,0,2
10312,78,10,63,0,1
19864,63,22,96,0,1
76157,116,15,80,0,1
44368,80,5,72,0,3
27961,72,15,64,0,2
92777,68,21,83,2,2
55992,67,16,21,0,3
88997,72,9,71,0,3
21926,63,13,0,0,7
82413,62,12,79,0,3
48008,73,33,55,4,1
87796,74,23,10,0,4
38928,64,14,18,0,8
58779,64,13,82,1,2
98912,135,18,92,0,2
0,137,10,92,0,2
33882,114,22,39,0,6
92296,69,4,65,0,1
63287,127,5,84,0,2
74871,178,0,15,0,7
37995,139,16,50,0,1
0,139,24,3,1,2
0,87,10,55,1,2
64706,81,5,3,0,1
0,64,32,89,1,3
29500,67,14,72,0,1
0,69,23,32,1,2
26410,91,17,90,0,2
97832,95,5,98,0,1
94903,94,3,38,0,1
62473,76,6,70,1,2
85704,69,21,84,0,7
74270,78,33,2,0,7
22886,65,9,81,0,3
36464,78,5,17,0,7
33599,80,23,31,0,2
20819,73,4,65,1,2
29095,91,29,47,1,2
30852,88,7,42,0,8
48448,74,24,11,1,2
20079,110,1,63,0,1
12430,73,22,13,0,4
47669,80,16,84,0,3
40794,87,6,87,0,1
95340,198,5,84,2,3
14476,113,11,0,0,1
0,105,28,69,0,1
26116,85,6,58,0,3
12454,100,4,68,0,1
48245,121,16,21,3,2
0,153,25,5,0,1
0,119,3,54,0,3
37478,105,4,53,0,1
0,74,24,82,0,2
45732,134,22,56,0,9
0,85,3,61,0,2
65978,67,3,50,0,3
0,62,9,49,0,1
58467,65,30,90,0,2
82427,102,24,5,0,1
33811,184,17,59,0,1
0,183,29,65,2,7
37675,71,25,80,0,3
0,72,28,29,0,1
0,70,28,29,0,8
0,67,11,87,0,3
0,71,12,37,0,1
19851,102,33,51,0,2
0,99,26,60,0,2
0,62,5,41,0,3
28360,73,8,65,0,2
70833,193,15,33,0,1
0,69,18,64,1,1
62421,80,22,50,2,2
13933,62,25,32,0,6
40513,96,21,37,1,1
0,108,15,17,0,2
47259,81,22,54,0,5
35039,61,7,87,0,8
0,190,7,45,0,2
92539,101,2,61,0,1
0,71,3,84,0,6
92038,65,4,44,2,1
51789,61,33,31,0,2
61972,64,2,52,2,5
40870,105,3,56,0,2
52583,113,12,59,0,7
79681,73,4,93,1,1
69792,137,1,95,0,3
19794,93,24,80,0,8
0,113,0,16,0,2
26680,106,11,49,0,5
93272,95,3,54,0,1
0,68,21,73,0,1
0,91,7,14,1,1
21835,92,2,83,0,3
0,116,29,22,0,2
73054,106,34,36,1,2
35551,81,33,52,1,1
54507,138,20,11,0,1
0,67,27,7,0,7
41336,68,33,25,0,5
31972,70,4,89,0,3
20416,93,33,68,0,7
46338,193,24,68,0,9
0,131,34,61,0,9
17220,105,10,24,0,1
37256,62,15,7,0,2
53602,115,15,60,0,2
24732,107,18,44,0,1
23867,65,6,99,0,1
0,124,2,85,0,2
0,180,15,87,0,2
46503,215,4,21,1,1
0,63,21,61,0,1
46268,199,34,17,1,2
60759,104,20,85,0,1
75615,65,16,39,5,1
73742,68,10,60,0,3
0,126,12,4,0,2
55687,276,33,91,0,1
74015,72,12,61,0,6
0,93,29,63,0,1
37056,92,12,7,0,2
12964,65,2,37,0,4
30916,70,6,50,0,1
0,106,24,27,0,1
12964,65,2,37,0,4
26057,74,3,63,0,2
29981,71,4,9,0,3
85210,74,23,76,0,1
86653,111,14,5,0,2
0,113,1,61,0,1
22872,131,14,18,2,2
42889,74,31,18,0,7
74034,72,20,64,0,1
46503,215,4,21,1,1
97361,73,6,85,0,2
25905,63,21,12,0,1
16097,139,7,6,0,7
56446,114,2,8,0,3
11343,72,14,78,0,8
24164,137,2,40,0,5
58414,210,7,24,2,1
0,73,18,45,0,5
24395,62,35,99,0,3
52471,103,35,57,0,1
30009,68,28,56,0,1
23815,73,4,47,0,2
27739,104,16,22,0,2
37876,69,13,15,0,1
0,72,3,64,0,3
14665,61,6,82,0,3
0,61,11,6,1,1
86595,63,1,77,0,1
24368,68,34,54,1,3
73054,106,34,36,1,2
0,72,9,28,0,2
50994,128,16,48,0,1
0,64,23,66,0,1
0,204,35,45,0,2
0,63,22,94,0,1
0,87,13,3,1,2
28695,64,17,87,0,4
72608,82,26,19,3,8
48381,63,2,71,0,2
0,152,8,94,0,7
0,104,30,96,0,3
14973,115,2,75,0,2
24910,63,7,63,1,1
50577,63,2,8,0,1
0,70,1,4,1,4
26184,62,1,92,0,1
20215,112,10,8,0,7
68342,72,33,39,0,5
0,133,18,2,0,1
72608,82,26,19,3,8
74960,69,11,44,1,3
56342,69,12,89,0,1
86824,72,1,76,0,3
37530,117,26,58,0,1
0,62,19,26,0,1
53330,65,8,57,0,2
0,63,33,34,0,1
52436,76,3,38,0,2
11885,101,18,39,0,2
0,97,26,25,0,3
44536,137,12,22,1,1
82763,61,28,78,0,3
0,87,4,4,3,1
63401,113,21,15,0,2
11828,90,18,84,0,2
99747,72,28,87,0,5
0,88,26,73,0,1
78796,61,15,3,0,3
79090,107,2,74,0,3
43906,65,6,53,0,6
82189,94,20,17,0,1
70263,93,30,66,0,5
19132,207,25,15,0,3
0,131,34,61,0,9
78127,69,5,6,0,1
92296,69,4,65,0,1
0,74,19,8,0,8
80550,68,16,67,3,7
51950,89,34,90,0,1
20392,73,23,85,0,9
30886,61,8,36,0,6
0,66,2,76,0,1
33089,61,10,61,0,2
0,132,20,22,0,2
0,68,8,72,0,2
72439,100,5,22,1,1
81639,82,33,26,0,2
68815,68,29,37,0,3
0,63,0,42,0,3
25134,67,3,0,0,6
25965,65,23,27,0,1
55193,105,8,22,1,2
18577,86,21,76,0,6
44368,80,5,72,0,3
13528,86,21,35,0,3
21514,62,0,59,0,2
0,105,7,20,0,2
87139,213,18,27,0,3
20355,61,4,6,1,3
0,73,8,17,2,9
46210,61,24,44,3,1
0,68,19,2,3,2
28613,114,17,8,0,2
26057,74,3,63,0,2
0,73,1,31,0,3
76700,112,13,60,0,5
0,109,5,95,0,3
45181,65,21,68,0,1
99845,110,23,25,1,8
0,101,31,1,0,3
92423,88,5,79,0,6
43793,71,8,31,0,1
93210,107,6,9,2,2
58484,88,15,65,1,1
26876,76,17,72,0,8
48054,109,2,64,0,1
36800,91,20,18,0,2
28663,61,15,8,4,7
54431,97,19,62,0,3
27608,108,30,89,0,1
22103,89,4,74,1,3
0,103,13,20,0,9
46168,65,1,7,0,1
83221,91,21,63,0,3
98677,105,3,40,0,9
46379,72,11,57,0,2
62803,62,16,12,0,5
0,177,0,6,0,7
0,134,26,88,0,4
28139,97,31,65,2,3
52982,89,8,54,0,3
77095,68,22,59,1,4
26322,111,8,94,2,1
25125,81,12,91,1,3
52583,113,12,59,0,7
17622,65,1,36,1,3
90607,70,8,89,0,3
42795,73,2,38,0,4
27042,110,17,3,0,7
27984,62,7,51,1,2
26021,126,6,32,0,2
25448,71,11,59,0,2
52009,68,20,29,0,2
23504,69,19,56,0,1
0,71,16,90,3,9
40774,110,28,59,1,1
36812,92,23,98,1,4
72540,88,7,3,0,2
51240,70,0,37,2,5
20396,76,15,60,1,4
35654,72,17,19,0,1
93884,65,7,10,0,1
0,68,6,35,0,1
30344,107,29,79,0,9
28738,62,2,95,0,1
70958,115,1,57,0,7
22103,109,16,31,0,2
0,103,29,91,0,6
70795,68,10,95,0,4
32821,129,35,40,0,4
22520,73,17,64,0,3
0,72,31,75,0,9
56263,93,27,31,0,2
0,72,17,52,0,2
0,64,25,33,0,5
0,65,9,31,0,2
31993,66,14,4,1,1
40994,106,8,94,0,8
29638,64,19,16,0,8
0,119,18,65,0,2
26056,73,17,73,0,2
22821,131,26,99,0,3
84581,96,25,50,0,2
22193,74,13,74,0,2
30969,63,26,79,1,2
70263,93,30,66,0,5
35056,96,12,52,3,1
73435,69,9,25,0,4
86096,108,30,1,0,1
0,139,6,9,0,1
55808,116,31,4,0,7
29695,94,34,66,0,2
88043,61,2,43,0,3
60875,92,0,84,0,3
0,77,25,48,0,2
0,118,0,67,0,8
70974,71,15,0,0,1
37518,131,35,91,0,6
28128,70,6,52,0,4
45254,93,4,25,3,4
85537,108,4,91,0,2
74608,68,11,4,1,1
41004,102,15,26,3,2
38884,102,4,87,0,1
97131,64,5,80,0,6
0,84,6,93,0,7
22331,64,11,12,0,1
37541,109,10,31,0,2
27357,61,19,48,0,5
0,72,19,48,0,1
11885,101,18,39,0,2
52717,109,5,60,0,8
57693,76,16,56,0,3
0,104,29,73,0,2
73903,73,30,39,0,2
0,281,16,92,1,2
0,111,3,73,3,6
79452,65,33,75,0,1
72540,88,7,3,0,2
89513,116,5,12,0,6
60920,64,10,61,0,2
88669,66,9,18,1,4
79090,107,2,74,0,3
17101,113,1,88,0,2
44788,61,6,48,0,2
0,93,8,42,1,3
26790,71,4,41,0,1
81955,126,3,21,0,2
80213,70,12,17,0,2
0,66,3,21,0,1
47950,170,23,86,1,8
0,101,1,83,4,1
0,65,8,50,0,1
72353,66,27,15,0,2
81872,115,10,55,0,2
74606,68,2,34,0,5
0,138,23,54,0,3
41438,72,8,39,0,9
52679,110,25,21,2,1
0,101,4,60,0,1
44524,70,28,42,0,2
60244,83,3,72,3,1
22711,82,8,74,0,2
0,73,9,94,0,2
50398,71,18,51,0,2
0,86,19,99,1,2
0,66,1,73,0,2
0,102,16,34,0,5
0,114,11,20,0,3
87197,63,35,45,0,3
0,100,22,24,0,3
85221,117,11,42,0,4
96306,95,12,17,1,6
0,66,3,97,0,1
22249,64,4,88,0,2
0,62,6,62,0,3
54507,138,20,11,0,1
0,101,34,52,4,1
20754,184,19,15,0,7
0,190,21,35,1,7
30027,65,13,10,0,1
23156,88,9,6,2,1
0,93,7,85,0,4
23222,90,10,66,0,4
0,65,16,90,0,1
27317,102,30,12,0,2
21073,106,25,54,1,3
0,225,26,53,0,2
69268,93,31,20,0,2
74561,68,0,23,1,5
72421,65,8,23,0,1
0,71,4,18,0,1
57961,72,27,64,0,2
35205,76,7,11,0,1
0,74,19,41,0,8
72309,68,3,51,0,2
76352,109,17,9,2,4
0,100,30,4,2,2
29057,102,22,24,0,3
0,66,11,73,0,1
25595,101,5,86,0,9
58058,67,28,49,0,2
22828,106,11,54,0,2
0,81,8,47,0,8
23815,73,4,47,0,2
45329,65,13,7,3,4
59349,119,15,41,0,2
19794,105,1,78,0,1
92401,64,30,37,0,1
