,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
7858,2011-01-21,0,68,14,46,0,2,489.6
7859,2011-01-27,80587,78,7,5,0,6,276.191729
7860,2011-01-06,0,194,26,10,0,5,931.2
7861,2011-02-07,80028,86,34,37,0,2,114.02307
7862,2011-02-03,11904,61,34,11,2,3,292.8
7863,2011-02-10,54872,121,9,50,0,3,580.8
7864,2011-01-02,0,99,2,30,0,2,204.121476
7865,2011-02-02,0,74,24,63,0,2,532.8
7866,2011-01-13,46417,74,16,14,0,7,164.746184
7867,2011-02-21,46239,67,17,1,3,4,6.395416
7868,2011-02-25,0,73,18,61,0,1,350.4
7869,2011-02-18,25550,61,28,13,0,1,439.2
7870,2011-01-19,27514,197,12,97,0,8,1367.199081
7871,2011-01-23,84417,98,5,32,0,7,139.714897
7872,2011-02-09,55906,86,26,3,0,2,58.469264
7873,2011-02-03,21638,65,9,81,0,8,468.0
7874,2011-01-03,16121,65,5,85,2,2,312.0
7875,2011-02-04,36261,68,3,71,0,2,16.800832
7876,2011-02-23,11432,119,11,9,0,2,571.2
7877,2011-02-11,62566,65,4,3,1,1,48.344273
7878,2011-01-20,10312,78,10,63,0,1,486.278557
7879,2011-02-20,67778,64,17,17,1,1,171.287759
7880,2011-02-13,92895,77,5,2,0,7,43.14147
7881,2011-01-02,55290,65,26,33,0,4,13.874775
7882,2011-01-02,23377,116,15,19,0,3,556.8
7883,2011-01-31,38713,66,31,69,4,6,316.8
7884,2011-01-30,0,66,17,92,1,1,145.896438
7885,2011-02-15,56342,69,12,89,0,1,331.2
7886,2011-01-30,29593,137,15,52,0,2,657.6
7887,2011-01-15,18495,113,10,15,0,2,542.4
7888,2011-01-07,82887,66,22,4,1,1,420.374805
7889,2011-01-05,71366,94,23,56,0,2,265.216633
7890,2011-01-11,49078,97,10,3,0,2,484.013411
7891,2011-01-11,10787,71,33,25,0,8,697.798804
7892,2011-02-14,0,73,12,42,0,2,350.4
7893,2011-02-03,10194,65,34,35,0,4,312.0
7894,2011-01-22,81763,72,22,12,1,1,518.4
7895,2011-02-26,59763,73,4,31,0,2,350.4
7896,2011-01-30,0,78,7,63,0,2,561.6
7897,2011-02-07,96832,85,19,23,0,3,408.0
7898,2011-02-02,21135,130,14,59,0,1,678.946216
7899,2011-01-31,16143,62,3,73,1,1,32.114117
7900,2011-02-06,74015,72,12,61,0,6,471.443077
7901,2011-01-22,84178,74,34,80,0,2,12.588784
7902,2011-01-05,0,70,32,14,0,1,504.0
7903,2011-02-10,0,63,10,19,0,2,661.7151
7904,2011-02-19,63936,189,4,29,0,5,765.012123
7905,2011-01-20,0,83,17,28,0,4,597.6
7906,2011-02-16,37940,129,11,36,0,1,512.542299
7907,2011-01-20,30703,70,15,58,0,1,336.0
7908,2011-01-09,54898,69,25,32,0,9,176.242159
7909,2011-01-05,89030,139,31,62,0,2,49.566591
7910,2011-02-15,15630,115,8,60,1,3,656.775467
7911,2011-01-26,35625,65,10,56,1,3,288.572108
7912,2011-01-09,48329,67,9,70,0,1,470.386291
7913,2011-02-03,11904,61,34,11,2,3,292.8
7914,2011-02-25,12261,125,26,80,0,1,600.0
7915,2011-01-24,0,86,15,94,0,9,39.730199
7916,2011-01-12,87810,94,15,26,3,2,225.641724
7917,2011-02-17,64744,139,5,34,0,5,41.308429
7918,2011-02-09,0,117,13,11,0,8,957.134978
7919,2011-01-12,60735,135,11,59,0,2,571.695889
7920,2011-01-07,0,67,5,53,0,1,482.4
7921,2011-01-10,36261,118,14,78,0,2,1197.713861
7922,2011-01-24,0,135,32,33,0,1,648.0
7923,2011-02-23,0,122,15,47,0,9,650.52179
7924,2011-02-21,23277,77,14,68,2,1,369.6
7925,2011-01-19,50320,73,24,6,0,5,297.738909
7926,2011-01-23,49675,65,10,54,0,1,312.0
7927,2011-01-11,19508,61,22,59,0,2,292.8
7928,2011-02-24,20815,110,7,35,0,9,528.0
7929,2011-02-03,46621,61,20,31,0,2,30.448249
7930,2011-02-04,22775,184,6,10,0,3,883.2
7931,2011-01-06,91814,63,30,99,0,3,167.037619
7932,2011-02-19,20396,76,15,60,1,4,364.8
7933,2011-01-13,73836,182,8,35,3,1,553.385695
7934,2011-02-22,55910,86,4,3,0,1,324.348688
7935,2011-01-19,43054,68,5,41,0,4,326.4
7936,2011-02-23,64543,65,1,84,0,2,200.177163
7937,2011-01-27,75988,67,0,40,0,2,200.54531
7938,2011-01-02,0,64,26,99,0,2,572.522796
7939,2011-01-22,29051,73,31,79,0,1,153.200014
7940,2011-01-27,87382,72,26,65,0,5,345.6
7941,2011-02-17,30694,91,22,23,1,1,436.8
7942,2011-01-07,0,85,4,18,0,2,877.034575
7943,2011-01-26,49259,144,35,36,0,2,820.431905
7944,2011-02-22,47528,77,10,73,1,1,277.582137
7945,2011-01-10,70624,106,6,52,0,3,49.234943
7946,2011-02-12,0,64,27,62,0,2,505.975326
7947,2011-01-28,31409,93,10,50,0,2,381.960657
7948,2011-02-10,35504,128,4,86,0,3,404.303518
7949,2011-01-14,44833,72,24,59,0,3,345.6
7950,2011-02-22,24423,67,5,62,0,6,321.6
7951,2011-02-23,0,127,20,31,0,2,609.6
7952,2011-02-02,0,69,22,98,3,8,433.959806
7953,2011-02-16,0,61,5,51,0,7,439.2
7954,2011-02-02,96917,71,31,16,0,9,373.047039
7955,2011-01-08,84450,68,18,12,0,1,291.257059
7956,2011-02-27,0,111,4,8,0,2,1018.808223
7957,2011-02-24,0,115,19,39,0,2,840.179082
7958,2011-01-01,10097,110,17,69,0,1,218.635593
7959,2011-02-10,33255,138,0,20,0,1,662.4
7960,2011-01-18,94132,73,31,68,0,2,350.4
7961,2011-01-13,42602,85,7,75,3,3,63.161647
7962,2011-02-16,17250,62,16,90,0,3,175.528642
7963,2011-01-15,74212,73,16,26,0,1,188.878749
7964,2011-02-02,85756,61,18,74,0,3,117.036869
7965,2011-01-29,24910,63,7,63,1,1,347.857619
7966,2011-02-07,41596,66,12,12,0,5,316.8
7967,2011-02-07,72202,63,12,13,0,1,453.6
7968,2011-01-26,33967,76,0,60,0,8,364.8
7969,2011-01-31,77951,93,28,46,3,1,19.668633
7970,2011-02-04,77521,73,6,66,0,3,350.4
7971,2011-02-21,0,109,12,66,0,2,852.460341
7972,2011-01-11,86305,62,1,99,0,5,80.73124
7973,2011-02-16,0,92,4,83,2,3,662.4
7974,2011-02-07,57693,76,16,56,0,3,547.2
7975,2011-02-19,0,112,6,37,3,7,78.975117
7976,2011-02-09,33137,74,16,8,0,4,472.500375
7977,2011-01-03,0,68,24,31,0,2,489.6
7978,2011-01-01,44938,183,7,37,0,1,2069.309854
7979,2011-01-31,33617,117,6,12,0,2,761.722334
7980,2011-02-18,38460,61,11,98,0,1,191.365686
7981,2011-02-13,0,67,23,88,0,1,482.4
7982,2011-02-14,40171,123,13,23,0,1,576.880144
7983,2011-01-27,0,64,10,72,0,2,307.2
7984,2011-01-29,36631,62,30,77,0,1,67.530904
7985,2011-01-24,74335,187,3,4,0,1,896.436023
7986,2011-01-04,79421,104,2,85,0,2,115.126739
7987,2011-02-05,38466,68,18,5,0,8,204.685796
7988,2011-02-05,54495,61,7,3,0,8,182.350945
7989,2011-02-23,0,112,8,28,0,1,806.4
7990,2011-01-05,14290,271,20,40,0,1,1300.8
7991,2011-02-28,0,73,9,94,0,2,350.4
7992,2011-02-01,45776,89,2,17,0,2,95.95081
7993,2011-02-04,94263,98,33,78,0,3,112.420211
7994,2011-02-08,12181,108,10,19,0,4,591.511506
7995,2011-01-12,97268,85,23,88,0,2,35.278648
7996,2011-02-01,28995,67,28,42,0,1,321.6
7997,2011-02-21,25030,113,16,97,4,1,542.4
7998,2011-01-16,12613,70,6,81,0,3,336.0
7999,2011-02-06,0,64,18,30,0,1,460.8
8000,2011-01-23,25927,103,6,20,0,1,674.973614
8001,2011-02-24,0,134,29,43,0,6,643.2
8002,2011-01-10,28215,65,15,26,0,3,468.0
8003,2011-02-25,18375,103,8,50,0,1,535.080276
8004,2011-02-27,43221,87,33,51,0,7,398.735257
8005,2011-02-19,0,84,4,29,0,1,849.011958
8006,2011-01-13,0,84,18,25,1,4,481.025786
8007,2011-02-07,52082,79,2,47,0,1,379.2
8008,2011-02-16,50719,68,10,28,0,1,394.248334
8009,2011-01-10,0,123,33,35,0,1,590.4
8010,2011-01-16,0,110,7,40,0,5,528.0
8011,2011-01-07,39248,87,27,22,0,1,386.765125
8012,2011-02-06,0,82,11,35,0,1,590.4
8013,2011-01-15,68463,70,19,67,1,1,336.0
8014,2011-02-12,38096,99,3,28,0,1,475.2
8015,2011-02-14,42124,101,3,78,0,6,484.8
8016,2011-01-27,21073,106,25,54,1,3,508.8
8017,2011-02-07,24149,61,15,10,0,3,292.8
8018,2011-01-20,10312,78,10,63,0,1,486.278557
8019,2011-01-07,0,77,15,31,0,1,404.82483
8020,2011-02-21,74115,63,24,24,0,2,275.349481
8021,2011-02-24,34624,95,28,66,0,1,270.370335
8022,2011-02-22,36108,128,5,35,2,9,614.4
8023,2011-01-05,0,127,22,53,0,1,914.4
8024,2011-01-29,0,118,23,54,0,1,959.849922
8025,2011-01-13,43184,102,6,81,0,2,376.836888
8026,2011-01-18,0,67,9,37,0,1,146.301396
8027,2011-01-12,35349,102,7,2,0,4,489.6
8028,2011-01-25,0,124,32,75,0,1,250.723005
8029,2011-01-17,35095,73,25,56,0,2,525.6
8030,2011-01-05,13164,70,0,45,0,2,75.393383
8031,2011-02-14,0,141,7,32,0,1,676.8
8032,2011-01-14,94880,79,18,73,3,3,347.595108
8033,2011-01-03,95301,114,34,43,0,1,547.2
8034,2011-01-23,56202,107,19,33,0,8,513.511091
8035,2011-01-17,35592,82,34,38,0,1,496.805418
8036,2011-02-03,0,113,4,13,0,2,542.4
8037,2011-01-11,0,102,1,99,0,1,489.6
8038,2011-01-27,0,89,6,55,0,2,640.8
8039,2011-01-17,11097,73,26,50,0,4,350.4
8040,2011-01-19,74900,208,31,63,0,6,998.4
8041,2011-02-08,23576,89,8,72,0,2,383.508096
8042,2011-01-27,23393,95,26,37,0,1,456.0
8043,2011-01-10,0,95,3,29,0,9,149.843223
8044,2011-02-03,0,73,3,93,0,1,350.4
8045,2011-02-09,66346,87,15,7,1,4,78.179743
8046,2011-02-27,58109,86,9,6,0,1,412.8
8047,2011-01-01,92766,71,17,15,0,2,379.029102
8048,2011-01-07,26307,73,26,1,0,2,313.192439
8049,2011-01-16,0,69,6,52,0,2,238.057939
8050,2011-01-21,21171,72,2,40,0,3,345.6
8051,2011-01-09,82753,114,3,42,0,2,264.666921
8052,2011-01-14,0,64,8,12,0,1,757.206098
8053,2011-01-10,39754,85,2,35,0,1,62.282034
8054,2011-01-01,0,67,29,88,0,2,321.6
8055,2011-01-24,0,76,17,34,1,2,364.8
8056,2011-02-04,0,70,18,46,0,2,712.619939
8057,2011-02-12,91915,186,0,91,0,1,93.56694
8058,2011-01-20,21514,62,0,59,0,2,257.248789
8059,2011-02-12,43276,104,16,11,0,1,499.2
8060,2011-01-18,75531,102,2,13,0,4,489.6
8061,2011-01-25,23665,67,19,50,0,2,404.817249
8062,2011-02-20,0,118,9,26,0,1,566.4
8063,2011-01-15,96337,127,19,12,0,3,609.6
8064,2011-01-27,60180,183,14,70,0,2,988.533256
8065,2011-01-27,0,63,4,52,0,2,685.12694
8066,2011-01-23,30376,66,26,16,0,6,316.8
8067,2011-01-31,88997,72,9,71,0,3,174.041566
8068,2011-02-21,69236,63,31,83,1,1,110.868874
8069,2011-01-01,27627,63,10,43,0,2,453.6
8070,2011-02-12,77524,68,12,95,3,6,64.799325
8071,2011-02-12,75449,61,3,31,0,1,130.775164
8072,2011-01-15,35666,131,12,76,0,1,312.110029
8073,2011-01-15,17658,65,10,44,0,1,312.0
8074,2011-01-19,0,71,0,44,0,1,340.8
8075,2011-01-08,20567,72,24,76,4,1,345.6
8076,2011-01-27,30061,104,4,22,0,1,499.2
8077,2011-01-22,0,74,32,62,0,3,532.8
8078,2011-01-23,20354,116,23,0,0,1,556.8
8079,2011-01-02,36637,192,28,52,0,3,921.6
8080,2011-01-31,0,131,34,61,0,9,628.8
8081,2011-01-20,63860,62,26,81,0,1,208.598246
8082,2011-02-06,0,199,4,29,3,1,955.2
8083,2011-01-05,58544,114,19,48,0,2,769.788818
8084,2011-01-06,54586,76,1,91,0,2,122.590766
8085,2011-02-15,57248,74,31,17,0,1,355.2
8086,2011-02-06,0,134,15,3,0,1,964.8
8087,2011-01-30,66037,69,2,83,0,2,69.004181
8088,2011-01-17,29462,107,28,23,1,1,513.6
8089,2011-02-18,64541,86,16,43,0,2,256.279637
8090,2011-01-11,27382,71,33,35,0,1,134.104322
8091,2011-01-05,32311,79,10,23,0,3,207.289724
8092,2011-02-04,23830,76,24,22,1,1,364.8
8093,2011-02-13,88178,70,32,78,0,2,336.0
8094,2011-01-01,72236,80,2,29,0,2,518.064733
8095,2011-02-07,0,112,19,42,0,6,438.812143
8096,2011-01-29,67890,63,23,26,0,3,174.08854
8097,2011-01-31,38713,66,31,69,4,6,316.8
8098,2011-01-25,77803,63,30,18,0,2,217.554695
8099,2011-01-24,51643,283,16,43,0,1,1358.4
8100,2011-01-25,46402,113,7,2,0,1,476.385575
8101,2011-02-21,92044,132,7,77,0,3,617.288574
8102,2011-01-13,16040,96,29,93,0,2,611.476898
8103,2011-01-15,0,135,12,84,4,2,980.52817
8104,2011-01-02,17622,65,1,36,1,3,312.0
8105,2011-02-20,0,188,5,61,4,1,2156.011022
8106,2011-02-26,12430,73,22,13,0,4,350.4
8107,2011-01-14,58414,210,7,24,2,1,1008.0
8108,2011-01-28,17257,70,1,88,0,2,551.132139
8109,2011-02-05,70492,70,29,82,0,7,328.362698
8110,2011-01-01,68229,96,11,41,0,5,460.8
8111,2011-02-23,33397,106,31,15,0,5,508.8
8112,2011-01-13,72503,106,29,99,0,2,295.821353
8113,2011-02-20,90349,64,31,77,0,1,435.7186
8114,2011-02-25,0,87,24,23,0,7,626.4
8115,2011-01-04,25480,117,26,49,3,1,486.545439
8116,2011-02-19,72462,68,8,70,0,2,272.737308
8117,2011-02-11,27677,72,10,82,1,3,345.6
8118,2011-01-26,25743,79,13,63,0,8,596.2476
8119,2011-02-13,74935,112,15,62,0,1,192.859737
8120,2011-01-19,0,71,13,50,0,1,511.2
8121,2011-02-05,15921,92,9,12,1,4,571.549745
8122,2011-01-03,30095,136,0,94,0,2,652.8
8123,2011-01-31,20587,106,14,21,0,2,363.77598
8124,2011-01-06,0,117,9,12,0,2,1227.822079
8125,2011-01-30,29628,106,29,45,0,9,763.2
8126,2011-01-23,28677,78,3,30,0,2,131.515739
8127,2011-01-06,87094,113,20,17,1,5,64.894362
8128,2011-02-15,0,64,25,89,0,4,181.810486
8129,2011-01-24,43736,128,0,88,0,3,614.4
8130,2011-01-28,69379,103,14,79,0,1,494.4
8131,2011-01-29,80415,62,24,15,0,2,281.372658
8132,2011-01-01,26050,97,4,51,0,1,465.6
8133,2011-02-27,57449,103,6,28,0,2,494.4
8134,2011-01-21,68211,99,9,21,0,2,475.2
8135,2011-02-16,28445,103,18,72,0,6,427.762841
8136,2011-01-06,37313,62,34,39,0,6,246.57631
8137,2011-02-14,0,110,27,48,1,2,1066.913401
8138,2011-01-17,29194,89,28,31,0,1,424.466821
8139,2011-01-14,79090,107,2,74,0,3,289.040734
8140,2011-01-28,22571,63,29,51,0,9,302.4
8141,2011-02-17,0,139,16,33,0,2,1066.63167
8142,2011-02-15,48744,86,3,59,0,1,412.8
8143,2011-01-08,0,71,24,32,0,1,511.2
8144,2011-02-16,29530,74,31,79,0,4,222.478994
8145,2011-01-13,67798,69,1,78,0,9,331.2
8146,2011-01-31,16208,93,22,20,0,1,446.4
8147,2011-02-20,94757,112,0,25,0,1,5.453269
8148,2011-01-27,37995,139,16,50,0,1,667.2
8149,2011-02-25,72302,66,6,27,0,1,316.8
8150,2011-02-14,37934,137,2,58,1,8,385.440163
8151,2011-01-19,19382,94,31,18,0,2,676.8
8152,2011-01-22,33191,70,9,80,0,9,443.53718
8153,2011-01-27,72389,70,3,76,0,1,206.158416
8154,2011-01-25,91475,64,28,35,0,3,73.295606
8155,2011-01-28,0,111,2,29,0,3,799.2
8156,2011-02-26,43682,107,12,73,0,1,148.003496
8157,2011-02-17,39854,66,6,4,0,7,261.930545
8158,2011-01-24,52162,99,1,63,0,4,251.152889
8159,2011-02-24,0,134,32,27,0,1,643.2
8160,2011-01-15,74755,195,10,10,0,1,1404.0
8161,2011-02-13,85339,95,6,43,0,2,392.7457
8162,2011-01-30,57709,125,10,26,0,1,600.0
8163,2011-01-01,26802,66,7,43,1,5,316.8
8164,2011-01-14,0,73,33,44,0,3,152.080908
8165,2011-02-16,18577,86,21,76,0,6,412.8
8166,2011-01-11,0,107,3,65,0,3,513.6
8167,2011-01-19,0,253,15,40,5,7,1214.4
8168,2011-02-25,21546,119,20,66,1,1,625.395925
8169,2011-01-16,49182,70,6,86,0,2,165.410515
8170,2011-02-23,32238,91,15,80,0,4,439.781453
8171,2011-02-21,0,68,24,2,0,2,326.4
8172,2011-02-07,98118,83,28,68,3,3,398.4
8173,2011-01-24,22971,101,24,8,0,2,562.021558
8174,2011-02-26,49161,63,16,41,2,3,171.746945
8175,2011-02-25,90252,95,1,77,0,7,122.924197
8176,2011-01-16,25036,61,11,30,1,1,292.8
8177,2011-02-11,28314,121,21,37,0,1,580.8
8178,2011-01-27,56337,97,26,25,0,3,465.6
8179,2011-01-06,99074,77,4,40,1,9,208.38907
8180,2011-02-02,31708,94,3,43,1,1,451.2
8181,2011-02-11,0,83,3,85,1,1,398.4
8182,2011-01-10,0,67,23,39,1,2,431.32052
8183,2011-01-10,28215,65,15,26,0,3,468.0
8184,2011-02-05,0,119,3,24,0,2,856.8
8185,2011-01-15,21119,128,1,79,0,4,614.4
8186,2011-01-29,0,66,14,16,0,2,475.2
8187,2011-01-14,0,69,33,49,1,2,331.2
8188,2011-02-03,0,70,9,19,0,3,20.521312
8189,2011-02-14,13662,85,29,37,0,3,408.0
8190,2011-01-02,0,112,12,93,0,3,537.6
8191,2011-01-01,0,109,18,2,0,2,691.401424
8192,2011-02-08,79251,67,10,32,1,1,321.6
8193,2011-02-16,51294,116,19,45,0,2,113.237624
8194,2011-01-15,0,105,2,38,2,7,847.717402
8195,2011-01-10,0,62,34,71,0,1,675.468453
8196,2011-02-22,0,107,27,27,0,9,513.6
8197,2011-01-16,29124,129,15,41,4,1,619.2
8198,2011-02-12,0,65,19,33,0,3,312.0
8199,2011-01-15,97266,79,29,84,0,1,546.052144
8200,2011-01-17,48207,63,28,85,2,8,164.974886
8201,2011-02-15,0,69,5,78,0,2,331.2
8202,2011-01-18,0,88,3,8,0,1,325.917598
8203,2011-01-17,97316,67,13,18,0,7,309.076476
8204,2011-01-20,63860,62,26,81,0,1,208.598246
8205,2011-02-28,72633,67,28,91,0,8,155.761761
8206,2011-02-10,28013,266,25,30,0,2,1276.8
8207,2011-02-15,60479,96,1,44,0,3,85.155359
8208,2011-01-24,0,68,24,42,0,2,519.757811
8209,2011-01-19,14151,72,5,41,1,1,345.6
8210,2011-01-23,75891,61,1,5,0,2,61.285525
8211,2011-01-04,0,183,5,81,0,1,1317.6
8212,2011-01-12,53078,73,1,10,0,5,764.221884
8213,2011-02-15,20031,86,4,83,0,2,109.69048
8214,2011-02-20,92070,74,16,1,0,1,368.669336
8215,2011-01-04,44509,61,8,68,0,1,226.731454
8216,2011-02-06,0,73,22,93,0,2,525.6
8217,2011-02-12,91967,113,4,74,0,1,156.736745
8218,2011-02-13,0,63,20,5,0,1,302.4
8219,2011-01-07,97379,119,10,62,0,2,354.764801
8220,2011-01-05,14290,271,20,40,0,1,1300.8
8221,2011-02-26,0,119,3,11,1,8,729.405742
8222,2011-02-10,0,194,31,11,0,4,1396.8
8223,2011-02-11,0,68,4,71,0,2,256.916302
8224,2011-01-10,21927,71,32,40,0,2,128.624785
8225,2011-01-31,69096,99,24,32,0,2,64.669515
8226,2011-02-27,0,72,8,14,2,8,518.4
8227,2011-01-19,28513,100,4,22,1,2,480.0
8228,2011-02-28,81687,61,7,77,0,6,292.8
8229,2011-02-02,13792,87,2,3,2,3,620.19254
8230,2011-02-13,32184,136,14,91,1,2,266.146673
8231,2011-02-25,26432,88,19,89,3,2,422.4
8232,2011-01-17,59232,85,6,75,0,2,408.0
8233,2011-02-15,0,72,26,12,3,2,345.6
8234,2011-02-03,23577,68,1,67,0,2,91.815153
8235,2011-01-14,0,80,27,88,0,3,848.201438
8236,2011-02-23,26670,98,23,13,0,1,541.229321
8237,2011-02-09,87403,68,1,63,0,2,456.290338
8238,2011-01-04,51455,67,16,85,0,1,11.046789
8239,2011-01-13,30242,72,30,23,0,3,48.288036
8240,2011-02-14,64311,62,21,79,0,2,157.174836
8241,2011-02-14,0,70,21,70,0,1,405.384524
8242,2011-01-26,37722,116,8,23,0,8,158.077504
8243,2011-01-09,42336,69,12,56,0,1,25.605349
8244,2011-01-27,25998,71,16,38,0,2,791.878042
8245,2011-02-05,24887,68,33,6,0,2,326.4
8246,2011-01-12,0,82,15,82,0,1,590.4
8247,2011-01-19,90918,64,22,19,0,2,163.411884
8248,2011-01-20,78834,72,14,20,2,8,345.6
8249,2011-01-22,0,62,27,14,0,3,434.26667
8250,2011-02-01,27872,61,19,78,0,3,186.857059
8251,2011-02-18,24012,112,30,91,1,3,82.211282
8252,2011-02-06,16367,94,2,99,0,9,515.569363
8253,2011-02-01,55479,68,5,7,1,1,117.964245
8254,2011-01-25,40778,86,1,59,0,1,412.8
8255,2011-02-22,0,137,22,68,3,6,1532.080871
8256,2011-01-07,0,102,28,11,0,1,660.430456
8257,2011-02-25,0,96,29,22,4,2,460.8
8258,2011-02-14,95438,83,25,76,0,1,99.223092
8259,2011-02-26,12430,73,22,13,0,4,350.4
8260,2011-02-17,95697,107,29,29,0,9,178.006524
8261,2011-01-08,0,74,26,84,0,2,532.8
8262,2011-01-28,28108,114,6,27,0,3,547.2
8263,2011-01-26,25370,102,10,77,0,2,489.6
8264,2011-02-22,0,105,31,85,0,5,756.0
8265,2011-01-26,28672,71,14,34,0,2,340.8
8266,2011-02-20,22705,239,19,59,0,7,1294.700423
8267,2011-01-13,67798,69,1,78,0,9,331.2
8268,2011-01-07,61367,70,7,85,0,2,498.533231
8269,2011-02-01,59207,116,23,21,0,2,556.8
8270,2011-02-24,67423,65,24,0,0,9,293.308765
8271,2011-01-17,35095,73,25,56,0,2,525.6
8272,2011-01-30,26380,96,29,70,0,4,177.36984
8273,2011-01-31,88731,66,10,72,0,1,148.971857
8274,2011-01-14,61409,68,30,80,0,2,264.040157
8275,2011-02-22,0,167,30,40,0,5,1985.999807
8276,2011-01-01,0,79,21,53,1,7,407.440238
8277,2011-01-09,74931,89,13,16,0,1,230.84972
8278,2011-02-21,74770,86,23,10,0,1,412.8
8279,2011-01-30,0,95,14,81,5,1,619.267164
8280,2011-02-14,44299,107,0,73,0,2,180.085807
8281,2011-02-25,0,71,22,10,1,1,390.498822
8282,2011-02-16,63326,72,2,34,0,1,361.564021
8283,2011-02-12,0,73,12,42,0,7,794.445585
8284,2011-02-10,21720,128,5,7,0,1,837.905079
8285,2011-01-02,55571,135,4,46,0,1,904.813121
8286,2011-02-27,34759,61,30,84,0,1,302.353842
8287,2011-02-23,0,68,18,81,0,3,352.130674
8288,2011-02-25,38638,74,5,84,0,2,355.2
8289,2011-02-19,80927,62,25,8,0,1,211.660971
8290,2011-02-10,0,65,33,1,0,3,585.454243
8291,2011-02-17,81914,70,6,33,0,6,198.75466
8292,2011-02-07,0,92,9,24,0,3,662.4
8293,2011-01-23,0,72,28,64,0,1,345.6
8294,2011-01-03,0,74,5,75,4,1,369.822544
8295,2011-02-01,0,69,14,10,1,1,757.89114
8296,2011-01-23,25407,98,2,88,0,1,284.239719
8297,2011-02-04,86073,70,2,96,0,3,291.587866
8298,2011-01-18,23818,104,6,1,1,1,499.2
8299,2011-02-22,21326,99,22,9,0,3,632.765462
8300,2011-01-18,18486,86,24,95,0,1,412.8
8301,2011-02-15,10458,102,11,29,0,4,489.6
8302,2011-01-14,82528,131,10,65,0,1,258.036918
8303,2011-01-01,38223,112,27,18,2,1,537.6
8304,2011-01-02,63438,72,32,67,0,1,36.732923
8305,2011-02-18,13432,92,5,82,0,8,610.567945
8306,2011-01-28,26848,114,10,50,0,1,100.557495
8307,2011-01-26,14072,71,13,3,0,2,511.2
8308,2011-01-21,28909,66,15,66,0,8,456.702735
8309,2011-02-25,35159,68,0,73,0,1,150.501033
8310,2011-02-12,64255,70,7,36,0,8,193.86537
8311,2011-02-09,0,84,8,30,0,7,604.8
8312,2011-02-23,88842,90,32,42,0,1,350.75997
8313,2011-02-07,39377,64,7,53,0,1,307.2
8314,2011-02-26,12430,73,22,13,0,4,350.4
8315,2011-01-27,21986,63,1,9,0,1,333.696228
8316,2011-01-08,27435,76,9,6,0,1,455.545318
8317,2011-01-03,25251,66,13,43,0,2,316.8
8318,2011-01-24,29881,85,27,95,0,6,17.92017
8319,2011-02-16,11885,101,18,39,0,2,484.8
8320,2011-02-16,40420,104,2,10,0,7,499.2
8321,2011-01-03,74837,66,9,18,0,7,376.502488
8322,2011-01-28,67591,77,2,78,0,1,198.080417
8323,2011-01-05,47590,119,14,25,0,1,121.327914
8324,2011-02-01,75474,62,12,7,0,1,297.6
8325,2011-02-10,57177,92,14,51,0,2,441.6
8326,2011-02-07,52344,66,4,7,0,1,182.607687
8327,2011-01-22,20072,70,26,34,0,2,487.814322
8328,2011-01-15,33604,105,5,80,0,2,357.618596
8329,2011-01-11,0,61,2,76,0,2,292.8
8330,2011-01-18,37741,74,3,59,0,1,355.2
8331,2011-02-16,48471,83,5,20,1,2,208.904212
8332,2011-02-12,58089,118,31,83,0,1,566.4
8333,2011-02-14,27681,83,13,62,0,9,398.4
8334,2011-01-24,28992,74,3,90,4,2,355.2
8335,2011-02-09,55986,119,3,60,0,9,388.506303
8336,2011-02-12,94042,132,13,67,0,9,633.6
8337,2011-02-14,0,101,11,34,0,3,563.284331
8338,2011-02-14,0,67,19,70,0,1,482.4
8339,2011-01-01,70164,88,34,3,0,2,375.401079
8340,2011-01-28,22886,65,9,81,0,3,312.0
8341,2011-02-06,19948,89,17,84,0,1,427.2
8342,2011-01-14,39293,74,17,48,0,6,352.740946
8343,2011-01-21,28432,118,1,59,0,2,612.300581
8344,2011-01-22,0,70,1,30,0,2,504.0
8345,2011-01-11,0,107,2,93,0,4,1166.754216
8346,2011-01-14,47412,81,10,39,0,7,421.824276
8347,2011-01-11,0,65,12,46,0,2,312.0
8348,2011-01-20,68351,107,16,90,0,2,725.339771
8349,2011-02-07,58733,74,26,42,0,9,355.2
8350,2011-02-08,58187,95,18,39,0,2,76.73348
8351,2011-01-23,63189,88,16,95,0,1,569.124597
8352,2011-01-04,0,254,23,55,0,1,1828.8
8353,2011-01-02,44006,130,18,26,0,4,494.664784
8354,2011-01-27,60932,101,7,35,0,3,484.8
8355,2011-02-26,56704,71,33,50,0,2,84.715044
8356,2011-01-10,0,74,12,72,1,2,355.2
8357,2011-01-21,24254,68,11,84,0,5,326.4
8358,2011-01-26,0,128,15,37,0,2,1345.317161
8359,2011-02-19,57125,68,13,99,0,3,326.4
8360,2011-01-24,0,119,9,8,0,3,571.2
8361,2011-01-24,0,64,17,84,0,9,307.2
8362,2011-02-13,72075,73,32,1,2,1,22.569825
8363,2011-02-13,34317,78,6,32,2,1,263.592181
8364,2011-01-03,96745,179,14,25,5,3,859.2
8365,2011-01-06,95427,65,2,85,0,5,442.808018
8366,2011-02-07,0,146,5,84,0,3,1404.845849
